im_path,im_size,im_net_mask,joints
00953.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 90, 146], [1, 72, 142], [2, 37, 106]], [[0, 95, 97], [1, 106, 115], [2, 136, 160]], [[0, 149, 164], [1, 163, 171], [2, 191, 205]], [[0, 290, 171], [1, 273, 184], [2, 221, 185]], [[0, 323, 217], [1, 339, 194], [2, 376, 147]], [[0, 688, 449], [1, 683, 432], [2, 653, 411]]]]"
00957.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 426, 270], [1, 443, 294], [2, 470, 345]], [[0, 325, 231], [1, 344, 213], [2, 390, 174]], [[0, 245, 61], [1, 274, 57], [2, 331, 56]], [[0, 81, 100], [1, 100, 98], [2, 155, 96]], [[0, 57, 126], [1, 80, 121], [2, 131, 106]], [[0, 147, 114], [1, 155, 135], [2, 133, 184]]]]"
00958.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 57, 119], [1, 74, 97], [2, 114, 77]], [[0, 51, 140], [1, 72, 126], [2, 118, 96]], [[0, 131, 85], [1, 149, 93], [2, 166, 132]], [[0, 219, 93], [1, 230, 71], [2, 280, 42]], [[0, 324, 233], [1, 344, 215], [2, 387, 180]], [[0, 428, 189], [1, 427, 218], [2, 431, 276]]]]"
00959.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 44, 146], [1, 47, 123], [2, 76, 79]], [[0, 51, 147], [1, 68, 126], [2, 100, 96]], [[0, 99, 49], [1, 115, 63], [2, 158, 80]], [[0, 218, 134], [1, 214, 114], [2, 223, 65]], [[0, 318, 237], [1, 337, 223], [2, 380, 190]], [[0, 431, 107], [1, 422, 133], [2, 426, 191]]]]"
00960.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 64, 15], [1, 78, 27], [2, 118, 50]], [[0, 40, 180], [1, 35, 149], [2, 34, 112]], [[0, 55, 157], [1, 67, 135], [2, 95, 91]], [[0, 257, 177], [1, 238, 159], [2, 203, 117]], [[0, 315, 242], [1, 334, 226], [2, 385, 192]], [[0, 450, 24], [1, 449, 48], [2, 426, 96]]]]"
00961.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 31, 28], [1, 52, 25], [2, 102, 34]], [[0, 53, 165], [1, 64, 142], [2, 92, 102]], [[0, 65, 205], [1, 44, 195], [2, 26, 152]], [[0, 303, 175], [1, 277, 180], [2, 230, 157]], [[0, 307, 243], [1, 330, 231], [2, 384, 200]], [[0, 493, 19], [1, 469, 28], [2, 437, 71]]]]"
00962.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 29, 33], [1, 50, 28], [2, 99, 24]], [[0, 47, 164], [1, 63, 142], [2, 92, 98]], [[0, 89, 232], [1, 70, 221], [2, 33, 189]], [[0, 353, 142], [1, 337, 161], [2, 289, 192]], [[0, 304, 240], [1, 334, 231], [2, 384, 212]], [[0, 538, 14], [1, 513, 20], [2, 465, 33]]]]"
00963.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 34, 20], [1, 53, 28], [2, 103, 19]], [[0, 45, 175], [1, 60, 149], [2, 83, 110]], [[0, 121, 238], [1, 98, 235], [2, 45, 223]], [[0, 303, 240], [1, 328, 230], [2, 383, 216]], [[0, 362, 97], [1, 365, 123], [2, 357, 173]], [[0, 598, 15], [1, 577, 19], [2, 525, 15]]]]"
00964.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 19], [1, 49, 26], [2, 95, 29]], [[0, 37, 180], [1, 49, 156], [2, 76, 113]], [[0, 155, 211], [1, 141, 233], [2, 91, 247]], [[0, 299, 243], [1, 319, 238], [2, 374, 226]], [[0, 340, 62], [1, 363, 77], [2, 378, 121]], [[0, 666, 34], [1, 651, 24], [2, 610, 23]]]]"
00965.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 28, 26], [1, 51, 26], [2, 103, 38]], [[0, 28, 178], [1, 45, 158], [2, 70, 115]], [[0, 185, 172], [1, 178, 196], [2, 143, 241]], [[0, 293, 242], [1, 318, 241], [2, 375, 226]], [[0, 296, 40], [1, 319, 42], [2, 371, 63]], [[0, 697, 33], [1, 677, 26], [2, 634, 16]]]]"
00966.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 17], [1, 49, 26], [2, 93, 34]], [[0, 23, 180], [1, 36, 163], [2, 62, 116]], [[0, 184, 129], [1, 185, 153], [2, 187, 209]], [[0, 264, 61], [1, 280, 42], [2, 341, 27]], [[0, 293, 245], [1, 320, 241], [2, 382, 237]], [[0, 701, 42], [1, 684, 31], [2, 629, 15]]]]"
00967.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 34, 15], [1, 51, 32], [2, 97, 33]], [[0, 26, 187], [1, 35, 164], [2, 58, 119]], [[0, 159, 99], [1, 184, 113], [2, 196, 157]], [[0, 249, 94], [1, 249, 68], [2, 284, 34]], [[0, 294, 242], [1, 314, 246], [2, 377, 241]], [[0, 699, 66], [1, 691, 54], [2, 637, 21]]]]"
00968.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 27, 21], [1, 48, 28], [2, 95, 41]], [[0, 122, 74], [1, 142, 82], [2, 192, 107]], [[0, 25, 191], [1, 36, 161], [2, 53, 119]], [[0, 251, 141], [1, 237, 115], [2, 237, 67]], [[0, 294, 246], [1, 322, 247], [2, 371, 246]], [[0, 695, 97], [1, 684, 74], [2, 661, 32]]]]"
00969.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 22], [1, 51, 26], [2, 97, 42]], [[0, 23, 189], [1, 36, 162], [2, 47, 114]], [[0, 87, 89], [1, 111, 76], [2, 156, 75]], [[0, 283, 176], [1, 266, 165], [2, 230, 126]], [[0, 289, 243], [1, 314, 245], [2, 368, 245]], [[0, 705, 146], [1, 699, 124], [2, 679, 68]]]]"
00970.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 35, 19], [1, 46, 33], [2, 102, 36]], [[0, 28, 192], [1, 30, 168], [2, 41, 115]], [[0, 55, 115], [1, 68, 97], [2, 110, 74]], [[0, 331, 179], [1, 312, 191], [2, 259, 170]], [[0, 289, 246], [1, 306, 249], [2, 368, 247]], [[0, 693, 199], [1, 702, 170], [2, 684, 119]]]]"
00971.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 27, 19], [1, 45, 26], [2, 80, 47]], [[0, 36, 135], [1, 45, 116], [2, 76, 76]], [[0, 36, 208], [1, 32, 184], [2, 22, 134]], [[0, 374, 160], [1, 360, 179], [2, 310, 208]], [[0, 284, 244], [1, 308, 250], [2, 370, 250]], [[0, 705, 245], [1, 694, 225], [2, 696, 169]]]]"
00972.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 17], [1, 45, 29], [2, 90, 46]], [[0, 36, 165], [1, 33, 144], [2, 42, 89]], [[0, 37, 224], [1, 30, 199], [2, 18, 153]], [[0, 291, 250], [1, 310, 252], [2, 369, 254]], [[0, 376, 115], [1, 384, 142], [2, 370, 193]], [[0, 703, 280], [1, 688, 267], [2, 684, 221]]]]"
00973.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 18], [1, 49, 29], [2, 89, 49]], [[0, 63, 184], [1, 45, 173], [2, 27, 126]], [[0, 31, 229], [1, 27, 204], [2, 20, 153]], [[0, 357, 84], [1, 379, 98], [2, 391, 144]], [[0, 283, 251], [1, 307, 254], [2, 366, 253]], [[0, 699, 323], [1, 687, 296], [2, 674, 258]]]]"
00974.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 17], [1, 48, 28], [2, 93, 50]], [[0, 76, 206], [1, 57, 188], [2, 31, 148]], [[0, 27, 244], [1, 26, 221], [2, 21, 169]], [[0, 280, 252], [1, 303, 255], [2, 364, 257]], [[0, 318, 57], [1, 344, 67], [2, 390, 90]], [[0, 696, 365], [1, 690, 345], [2, 673, 294]]]]"
00975.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 33, 17], [1, 48, 29], [2, 89, 49]], [[0, 29, 254], [1, 26, 231], [2, 27, 177]], [[0, 108, 199], [1, 84, 202], [2, 45, 176]], [[0, 283, 90], [1, 295, 72], [2, 350, 55]], [[0, 272, 253], [1, 300, 261], [2, 363, 263]], [[0, 699, 388], [1, 677, 375], [2, 674, 331]]]]"
00976.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 20], [1, 49, 26], [2, 84, 58]], [[0, 32, 263], [1, 30, 241], [2, 23, 187]], [[0, 148, 192], [1, 126, 201], [2, 74, 207]], [[0, 265, 125], [1, 265, 99], [2, 295, 54]], [[0, 269, 257], [1, 292, 264], [2, 347, 265]], [[0, 699, 416], [1, 681, 405], [2, 661, 369]]]]"
00977.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 16], [1, 45, 30], [2, 90, 54]], [[0, 34, 267], [1, 32, 242], [2, 21, 190]], [[0, 180, 155], [1, 164, 174], [2, 118, 216]], [[0, 270, 172], [1, 268, 148], [2, 257, 96]], [[0, 265, 261], [1, 284, 260], [2, 349, 266]], [[0, 691, 445], [1, 679, 430], [2, 650, 397]]]]"
00978.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 34, 15], [1, 48, 33], [2, 87, 62]], [[0, 29, 265], [1, 26, 239], [2, 23, 190]], [[0, 178, 115], [1, 180, 136], [2, 160, 185]], [[0, 314, 193], [1, 292, 185], [2, 256, 150]], [[0, 260, 258], [1, 284, 264], [2, 349, 269]], [[0, 695, 450], [1, 677, 444], [2, 646, 423]]]]"
00979.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 26, 16], [1, 47, 31], [2, 81, 68]], [[0, 31, 269], [1, 29, 242], [2, 24, 190]], [[0, 178, 65], [1, 188, 92], [2, 197, 146]], [[0, 362, 200], [1, 341, 208], [2, 284, 206]], [[0, 257, 262], [1, 278, 265], [2, 337, 273]], [[0, 696, 438], [1, 679, 448], [2, 641, 432]]]]"
00980.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 33, 19], [1, 46, 35], [2, 80, 63]], [[0, 164, 34], [1, 179, 49], [2, 214, 91]], [[0, 33, 270], [1, 30, 246], [2, 26, 198]], [[0, 252, 260], [1, 271, 266], [2, 327, 273]], [[0, 397, 173], [1, 384, 191], [2, 345, 226]], [[0, 686, 426], [1, 673, 446], [2, 633, 457]]]]"
00981.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 32, 19], [1, 45, 33], [2, 79, 59]], [[0, 133, 27], [1, 157, 23], [2, 196, 49]], [[0, 30, 269], [1, 26, 244], [2, 26, 193]], [[0, 243, 259], [1, 274, 268], [2, 321, 276]], [[0, 388, 129], [1, 399, 147], [2, 388, 203]], [[0, 695, 410], [1, 681, 430], [2, 646, 461]]]]"
00982.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 17], [1, 45, 31], [2, 77, 65]], [[0, 107, 32], [1, 122, 18], [2, 179, 13]], [[0, 32, 270], [1, 30, 245], [2, 27, 193]], [[0, 240, 261], [1, 270, 269], [2, 318, 284]], [[0, 360, 92], [1, 380, 103], [2, 412, 146]], [[0, 695, 388], [1, 692, 412], [2, 660, 450]]]]"
00983.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 33, 15], [1, 42, 33], [2, 76, 59]], [[0, 92, 42], [1, 110, 28], [2, 168, 15]], [[0, 31, 274], [1, 33, 251], [2, 26, 194]], [[0, 236, 261], [1, 259, 270], [2, 313, 292]], [[0, 318, 98], [1, 345, 96], [2, 401, 103]], [[0, 687, 367], [1, 696, 387], [2, 685, 430]]]]"
00984.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 29, 15], [1, 41, 30], [2, 74, 68]], [[0, 85, 63], [1, 94, 45], [2, 139, 12]], [[0, 34, 278], [1, 32, 258], [2, 27, 211]], [[0, 289, 127], [1, 297, 103], [2, 353, 80]], [[0, 234, 260], [1, 257, 269], [2, 307, 292]], [[0, 689, 338], [1, 688, 363], [2, 691, 415]]]]"
00985.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 27, 15], [1, 39, 29], [2, 64, 76]], [[0, 87, 84], [1, 92, 60], [2, 126, 19]], [[0, 33, 280], [1, 26, 256], [2, 26, 205]], [[0, 229, 253], [1, 253, 269], [2, 302, 293]], [[0, 274, 176], [1, 271, 142], [2, 290, 94]], [[0, 705, 304], [1, 695, 328], [2, 692, 374]]]]"
00986.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 35, 19], [1, 45, 34], [2, 68, 79]], [[0, 99, 118], [1, 96, 95], [2, 106, 39]], [[0, 29, 288], [1, 29, 261], [2, 24, 209]], [[0, 224, 252], [1, 242, 268], [2, 296, 300]], [[0, 302, 207], [1, 283, 191], [2, 256, 146]], [[0, 686, 258], [1, 691, 290], [2, 684, 338]]]]"
00987.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 29, 14], [1, 46, 30], [2, 78, 62]], [[0, 31, 294], [1, 28, 269], [2, 24, 211]], [[0, 221, 249], [1, 237, 266], [2, 284, 298]], [[0, 346, 221], [1, 320, 226], [2, 279, 202]], [[0, 704, 207], [1, 699, 231], [2, 697, 282]], [[0, 135, 153], [1, 114, 142], [2, 97, 103]]]]"
00988.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 24], [1, 49, 26], [2, 84, 46]], [[0, 176, 180], [1, 150, 173], [2, 107, 151]], [[0, 32, 296], [1, 29, 270], [2, 26, 214]], [[0, 219, 246], [1, 232, 264], [2, 280, 299]], [[0, 387, 218], [1, 368, 229], [2, 303, 244]], [[0, 695, 173], [1, 689, 196], [2, 700, 247]]]]"
00989.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 41, 45], [1, 53, 25], [2, 99, 27]], [[0, 227, 156], [1, 203, 171], [2, 146, 176]], [[0, 26, 296], [1, 25, 269], [2, 26, 214]], [[0, 217, 242], [1, 236, 265], [2, 278, 298]], [[0, 402, 177], [1, 398, 199], [2, 372, 243]], [[0, 699, 128], [1, 695, 149], [2, 687, 200]]]]"
00990.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 29, 65], [1, 41, 46], [2, 77, 9]], [[0, 32, 293], [1, 28, 273], [2, 23, 223]], [[0, 256, 127], [1, 245, 150], [2, 203, 190]], [[0, 215, 242], [1, 233, 265], [2, 274, 305]], [[0, 395, 133], [1, 408, 157], [2, 410, 205]], [[0, 691, 69], [1, 692, 96], [2, 686, 152]]]]"
00991.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 33, 93], [1, 36, 68], [2, 64, 26]], [[0, 33, 297], [1, 28, 272], [2, 27, 219]], [[0, 210, 244], [1, 229, 266], [2, 266, 305]], [[0, 264, 79], [1, 263, 99], [2, 260, 157]], [[0, 358, 97], [1, 384, 111], [2, 425, 149]], [[0, 694, 23], [1, 686, 49], [2, 688, 96]]]]"
00992.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 49, 127], [1, 35, 109], [2, 32, 68]], [[0, 31, 299], [1, 29, 271], [2, 26, 223]], [[0, 210, 249], [1, 223, 271], [2, 264, 307]], [[0, 233, 42], [1, 251, 54], [2, 272, 105]], [[0, 318, 108], [1, 342, 99], [2, 394, 107]], [[0, 698, 23], [1, 687, 38], [2, 676, 88]]]]"
00993.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 73, 143], [1, 50, 135], [2, 26, 107]], [[0, 26, 297], [1, 27, 273], [2, 26, 220]], [[0, 199, 20], [1, 220, 22], [2, 268, 49]], [[0, 290, 134], [1, 297, 116], [2, 346, 81]], [[0, 204, 246], [1, 221, 265], [2, 261, 316]], [[0, 695, 16], [1, 684, 38], [2, 661, 80]]]]"
00994.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 99, 169], [1, 78, 162], [2, 34, 140]], [[0, 160, 28], [1, 182, 20], [2, 241, 9]], [[0, 286, 184], [1, 284, 157], [2, 287, 103]], [[0, 201, 246], [1, 214, 269], [2, 254, 311]], [[0, 34, 299], [1, 30, 272], [2, 24, 218]], [[0, 696, 16], [1, 688, 33], [2, 660, 70]]]]"
00995.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 133, 152], [1, 118, 166], [2, 66, 168]], [[0, 30, 297], [1, 31, 272], [2, 23, 219]], [[0, 199, 247], [1, 213, 268], [2, 257, 313]], [[0, 318, 214], [1, 297, 206], [2, 274, 155]], [[0, 703, 23], [1, 678, 34], [2, 654, 67]], [[0, 150, 59], [1, 160, 36], [2, 210, 11]]]]"
00996.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 37, 302], [1, 32, 279], [2, 22, 215]], [[0, 140, 84], [1, 141, 62], [2, 183, 19]], [[0, 149, 115], [1, 151, 138], [2, 124, 173]], [[0, 197, 249], [1, 212, 267], [2, 247, 309]], [[0, 362, 230], [1, 340, 234], [2, 280, 211]], [[0, 697, 16], [1, 681, 30], [2, 642, 66]]]]"
00997.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 134, 123], [1, 134, 99], [2, 149, 43]], [[0, 146, 68], [1, 157, 83], [2, 176, 134]], [[0, 37, 302], [1, 30, 278], [2, 28, 225]], [[0, 199, 243], [1, 210, 266], [2, 247, 317]], [[0, 407, 209], [1, 387, 221], [2, 332, 244]], [[0, 703, 19], [1, 680, 28], [2, 643, 58]]]]"
00998.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 158, 144], [1, 138, 125], [2, 130, 74]], [[0, 128, 38], [1, 149, 51], [2, 184, 86]], [[0, 30, 301], [1, 31, 273], [2, 26, 222]], [[0, 195, 246], [1, 207, 266], [2, 246, 323]], [[0, 410, 166], [1, 414, 192], [2, 391, 235]], [[0, 700, 17], [1, 684, 35], [2, 642, 56]]]]"
00999.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 303], [1, 27, 281], [2, 25, 219]], [[0, 195, 245], [1, 207, 269], [2, 241, 316]], [[0, 190, 170], [1, 169, 161], [2, 130, 120]], [[0, 83, 30], [1, 104, 26], [2, 158, 46]], [[0, 391, 121], [1, 411, 138], [2, 431, 187]], [[0, 700, 15], [1, 685, 30], [2, 647, 66]]]]"
01000.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 33, 304], [1, 30, 263], [2, 28, 223]], [[0, 40, 25], [1, 70, 18], [2, 105, 21]], [[0, 239, 180], [1, 208, 176], [2, 156, 164]], [[0, 195, 244], [1, 214, 277], [2, 237, 314]], [[0, 346, 106], [1, 386, 112], [2, 421, 129]], [[0, 697, 21], [1, 673, 40], [2, 657, 64]]]]"
01001.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 36, 300], [1, 34, 262], [2, 26, 221]], [[0, 33, 24], [1, 68, 18], [2, 97, 18]], [[0, 273, 168], [1, 248, 184], [2, 204, 186]], [[0, 197, 246], [1, 216, 279], [2, 234, 310]], [[0, 315, 115], [1, 343, 97], [2, 392, 102]], [[0, 699, 18], [1, 676, 36], [2, 650, 64]]]]"
01002.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 36, 302], [1, 32, 264], [2, 34, 225]], [[0, 32, 17], [1, 66, 29], [2, 97, 18]], [[0, 279, 149], [1, 294, 117], [2, 325, 89]], [[0, 311, 147], [1, 287, 169], [2, 257, 187]], [[0, 196, 246], [1, 213, 279], [2, 228, 312]], [[0, 700, 21], [1, 677, 38], [2, 660, 64]]]]"
01003.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 25], [1, 61, 26], [2, 94, 33]], [[0, 280, 183], [1, 275, 156], [2, 273, 117]], [[0, 326, 113], [1, 319, 143], [2, 304, 176]], [[0, 195, 249], [1, 212, 279], [2, 228, 311]], [[0, 700, 21], [1, 683, 41], [2, 661, 66]], [[0, 39, 302], [1, 34, 269], [2, 30, 230]]]]"
01004.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 31, 20], [1, 63, 28], [2, 95, 30]], [[0, 35, 297], [1, 38, 265], [2, 30, 236]], [[0, 195, 246], [1, 210, 275], [2, 228, 315]], [[0, 297, 220], [1, 273, 201], [2, 263, 168]], [[0, 318, 73], [1, 335, 101], [2, 326, 133]], [[0, 698, 21], [1, 687, 40], [2, 659, 59]]]]"
01005.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 37, 294], [1, 37, 262], [2, 29, 223]], [[0, 32, 20], [1, 59, 31], [2, 105, 21]], [[0, 192, 245], [1, 210, 280], [2, 226, 310]], [[0, 336, 233], [1, 306, 229], [2, 271, 217]], [[0, 295, 24], [1, 323, 50], [2, 340, 74]], [[0, 701, 19], [1, 677, 38], [2, 664, 68]]]]"
01006.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 36, 297], [1, 34, 264], [2, 30, 225]], [[0, 33, 21], [1, 60, 33], [2, 92, 35]], [[0, 186, 241], [1, 204, 278], [2, 221, 310]], [[0, 266, 10], [1, 306, 12], [2, 329, 33]], [[0, 364, 217], [1, 345, 240], [2, 304, 251]], [[0, 699, 21], [1, 684, 40], [2, 664, 64]]]]"
01007.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 41, 298], [1, 37, 265], [2, 30, 226]], [[0, 29, 28], [1, 64, 32], [2, 91, 42]], [[0, 181, 244], [1, 203, 280], [2, 223, 313]], [[0, 267, 28], [1, 297, 8], [2, 335, 18]], [[0, 388, 177], [1, 390, 209], [2, 362, 237]], [[0, 697, 20], [1, 682, 41], [2, 657, 56]]]]"
01008.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 41, 297], [1, 35, 252], [2, 34, 216]], [[0, 34, 19], [1, 57, 34], [2, 94, 40]], [[0, 172, 246], [1, 194, 272], [2, 218, 302]], [[0, 256, 48], [1, 276, 27], [2, 311, 10]], [[0, 377, 128], [1, 388, 164], [2, 400, 196]], [[0, 702, 17], [1, 676, 37], [2, 663, 64]]]]"
01009.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 37, 294], [1, 35, 256], [2, 30, 219]], [[0, 41, 21], [1, 63, 42], [2, 99, 40]], [[0, 166, 239], [1, 188, 279], [2, 213, 307]], [[0, 255, 90], [1, 258, 53], [2, 289, 25]], [[0, 341, 111], [1, 380, 118], [2, 401, 144]], [[0, 700, 21], [1, 683, 39], [2, 649, 57]]]]"
01020.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 277, 234], [1, 241, 221], [2, 202, 214]], [[0, 251, 131], [1, 230, 152], [2, 205, 178]], [[0, 268, 122], [1, 272, 91], [2, 300, 53]], [[0, 254, 46], [1, 244, 73], [2, 219, 105]], [[0, 332, 125], [1, 366, 102], [2, 406, 102]], [[0, 538, 70], [1, 565, 36], [2, 594, 16]]]]"
01021.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 317, 248], [1, 284, 234], [2, 245, 222]], [[0, 253, 108], [1, 245, 135], [2, 230, 173]], [[0, 294, 152], [1, 275, 133], [2, 275, 96]], [[0, 303, 21], [1, 280, 37], [2, 256, 57]], [[0, 311, 148], [1, 319, 114], [2, 351, 98]], [[0, 534, 94], [1, 531, 64], [2, 554, 41]]]]"
01022.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 351, 263], [1, 319, 247], [2, 279, 234]], [[0, 261, 95], [1, 257, 126], [2, 248, 161]], [[0, 329, 14], [1, 295, 24], [2, 264, 55]], [[0, 303, 197], [1, 282, 161], [2, 272, 128]], [[0, 322, 198], [1, 307, 164], [2, 306, 129]], [[0, 546, 151], [1, 522, 124], [2, 514, 88]]]]"
01023.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 380, 277], [1, 351, 267], [2, 318, 252]], [[0, 330, 223], [1, 298, 201], [2, 280, 162]], [[0, 260, 92], [1, 254, 119], [2, 256, 157]], [[0, 381, 6], [1, 346, 19], [2, 311, 22]], [[0, 363, 217], [1, 338, 205], [2, 303, 178]], [[0, 585, 188], [1, 559, 177], [2, 520, 156]]]]"
01024.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 247, 81], [1, 249, 114], [2, 254, 151]], [[0, 443, 16], [1, 411, 10], [2, 372, 9]], [[0, 399, 202], [1, 374, 216], [2, 332, 210]], [[0, 367, 241], [1, 334, 242], [2, 307, 217]], [[0, 399, 293], [1, 368, 278], [2, 332, 262]], [[0, 645, 202], [1, 618, 202], [2, 577, 191]]]]"
01025.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 241, 79], [1, 247, 112], [2, 257, 152]], [[0, 516, 22], [1, 485, 13], [2, 446, 14]], [[0, 425, 164], [1, 416, 189], [2, 386, 228]], [[0, 418, 246], [1, 390, 250], [2, 353, 257]], [[0, 420, 306], [1, 390, 293], [2, 353, 273]], [[0, 705, 214], [1, 678, 217], [2, 635, 206]]]]"
01026.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 235, 73], [1, 241, 103], [2, 251, 137]], [[0, 417, 123], [1, 436, 155], [2, 429, 192]], [[0, 592, 11], [1, 566, 18], [2, 526, 10]], [[0, 450, 207], [1, 433, 240], [2, 405, 262]], [[0, 436, 325], [1, 409, 306], [2, 373, 287]], [[0, 702, 232], [1, 678, 218], [2, 644, 221]]]]"
01027.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 232, 71], [1, 237, 100], [2, 252, 137]], [[0, 391, 91], [1, 422, 110], [2, 438, 144]], [[0, 619, 17], [1, 600, 33], [2, 565, 26]], [[0, 461, 166], [1, 470, 201], [2, 456, 223]], [[0, 453, 343], [1, 429, 326], [2, 390, 302]], [[0, 687, 263], [1, 684, 236], [2, 658, 210]]]]"
01028.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 228, 66], [1, 238, 98], [2, 252, 136]], [[0, 359, 71], [1, 399, 76], [2, 427, 94]], [[0, 453, 129], [1, 469, 160], [2, 480, 197]], [[0, 649, 17], [1, 629, 40], [2, 598, 37]], [[0, 697, 303], [1, 695, 272], [2, 684, 233]], [[0, 469, 356], [1, 441, 338], [2, 401, 315]]]]"
01029.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 222, 64], [1, 237, 99], [2, 253, 131]], [[0, 322, 86], [1, 344, 56], [2, 389, 60]], [[0, 417, 104], [1, 456, 118], [2, 474, 150]], [[0, 693, 19], [1, 673, 37], [2, 640, 50]], [[0, 704, 352], [1, 698, 326], [2, 695, 283]], [[0, 480, 370], [1, 457, 355], [2, 420, 335]]]]"
